id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party.x,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election.x,total_votes,missed_votes,total_present,last_updated.x,ocd_id,office,phone,fax,state.x,senate_class,state_rank,lis_id,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,district,at_large,geoid,response,name,cycle,state.y,party.y,chamber,first_elected,next_election.y,total,spent,cash_on_hand,debt,origin,source,last_updated.y
B001135,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001135.json,Richard,M.,Burr,NA,1955-11-30,M,R,NA,SenatorBurr,SenatorRichardBurr,SenatorRichardBurr,400054,31054,21787,29548,N00002221,/m/03g_s9,S4NC00089,https://www.burr.senate.gov,NA,https://www.burr.senate.gov/contact/email,TRUE,NA,0.436,NA,17,2022,858,93,2,2022-09-13 06:12:10 -0400,ocd-division/country:us/state:nc,217 Russell Senate Office Building,202-224-3154,202-228-2981,NC,3,senior,S300,10.84,81.52,18.48,NA,NA,NA,@attributes,"Burr, Richard",2022,NC,R,S,2004,2022,482434.98,710534.41,7437.96,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00002221&cycle=2022,06/30/2022
C000127,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000127.json,Maria,NA,Cantwell,NA,1958-10-13,F,D,NA,SenatorCantwell,senatorcantwell,SenatorCantwell,300018,26137,27122,39310,N00007836,/m/01x68t,S8WA00194,https://www.cantwell.senate.gov,NA,http://www.cantwell.senate.gov/public/index.cfm/email-maria,TRUE,NA,-0.305,NA,21,2024,858,10,0,2022-09-13 06:12:10 -0400,ocd-division/country:us/state:wa,511 Hart Senate Office Building,202-224-3441,NA,WA,1,junior,S275,1.17,99.88,0.12,NA,NA,NA,@attributes,"Cantwell, Maria",2022,WA,D,S,2000,2024,10783472.76,11379487.78,210370.06,2171350.9,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00007836&cycle=2022,06/30/2022
C001047,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001047.json,Shelley,Moore,Capito,NA,1953-11-26,F,R,NA,SenCapito,senshelley,NA,400061,83737,11701,20146,N00009771,/m/024pwq,H0WV02138,https://www.capito.senate.gov,NA,https://www.capito.senate.gov/contact/contact-shelley,TRUE,NA,0.274,NA,7,2026,858,29,0,2022-09-13 06:11:36 -0400,ocd-division/country:us/state:wv,172 Russell Senate Office Building,202-224-6472,NA,WV,2,junior,S372,3.38,79.43,20.57,NA,NA,NA,@attributes,"Capito, Shelley Moore",2022,WV,R,S,2014,2026,6146250.67,3904055.01,2642310.21,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00009771&cycle=2022,06/30/2022
C000141,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000141.json,Benjamin,L.,Cardin,NA,1943-10-05,M,D,NA,SenatorCardin,senatorbencardin,senatorcardin,400064,4004,26888,15408,N00001955,/m/025k3k,H6MD03177,https://www.cardin.senate.gov,NA,http://www.cardin.senate.gov/contact/,TRUE,NA,-0.319,NA,15,2024,858,7,0,2022-09-13 06:12:10 -0400,ocd-division/country:us/state:md,509 Hart Senate Office Building,202-224-4524,NA,MD,1,senior,S308,0.82,99.29,0.71,NA,NA,NA,@attributes,"Cardin, Ben",2022,MD,D,S,2006,2024,4379669.79,4010435.15,1073574.23,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00001955&cycle=2022,06/30/2022
C000174,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000174.json,Thomas,R.,Carper,NA,1947-01-23,M,D,NA,SenatorCarper,tomcarper,senatorcarper,300019,663,22421,15015,N00012508,/m/01xw7t,S8DE00079,https://www.carper.senate.gov/public,https://www.carper.senate.gov/public/?a=RSS.Feed,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,TRUE,NA,-0.177,NA,21,2024,858,1,0,2022-09-13 06:12:10 -0400,ocd-division/country:us/state:de,513 Hart Senate Office Building,202-224-2441,NA,DE,1,senior,S277,0.12,98.83,1.17,NA,NA,NA,@attributes,"Carper, Tom",2022,DE,D,S,2000,2024,4386584.42,4134090.86,497254.39,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00012508&cycle=2022,06/30/2022
C001070,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001070.json,Bob,NA,Casey,NA,1960-04-13,M,D,NA,SenBobCasey,SenatorBobCasey,SenatorBobCasey,412246,47036,2541,40703,N00027503,/m/047ymw,S6PA00217,https://www.casey.senate.gov,NA,https://www.casey.senate.gov/contact/,TRUE,NA,-0.314,NA,15,2024,858,13,0,2022-09-13 06:12:11 -0400,ocd-division/country:us/state:pa,393 Russell Senate Office Building,202-224-6324,NA,PA,1,senior,S309,1.52,99.41,0.59,NA,NA,NA,@attributes,"Casey, Bob",2022,PA,D,S,2006,2024,23090429.16,21653344.72,3043647.52,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00027503&cycle=2022,06/30/2022
C001075,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001075.json,Bill,NA,Cassidy,NA,1957-09-28,M,R,NA,NA,NA,SenatorBillCassidy,412269,1030546,69494,20919,N00030245,/m/0286t7r,H8LA00017,https://www.cassidy.senate.gov,NA,https://www.cassidy.senate.gov/contact,TRUE,NA,0.465,NA,7,2026,858,24,0,2022-09-13 06:12:09 -0400,ocd-division/country:us/state:la,520 Hart Senate Office Building,202-224-5824,NA,LA,2,senior,S373,2.8,88.17,11.83,NA,NA,NA,@attributes,"Cassidy, Bill",2022,LA,R,S,2014,2026,11820102.87,10339584.62,2757113.47,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00030245&cycle=2022,06/30/2022
C001035,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001035.json,Susan,NA,Collins,NA,1952-12-07,F,R,NA,SenatorCollins,susancollins,SenatorSusanCollins,300025,45738,379,49703,N00000491,/m/020y8m,S6ME00159,https://www.collins.senate.gov,https://www.collins.senate.gov/?q=rss.xml,http://www.collins.senate.gov/contact,TRUE,NA,0.116,NA,25,2026,858,0,0,2022-09-09 17:33:09 -0400,ocd-division/country:us/state:me,413 Dirksen Senate Office Building,202-224-2523,NA,ME,2,senior,S252,0,50,50,NA,NA,NA,@attributes,"Collins, Susan M",2022,ME,R,S,1996,2026,30602354.82,29956168.38,1582638.63,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00000491&cycle=2022,06/30/2022
C001088,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001088.json,Christopher,A.,Coons,NA,1963-09-09,M,D,NA,ChrisCoons,senatorchriscoons,senatorchriscoons,412390,9269028,122834,40916,N00031820,/m/082d3d,S0DE00092,https://www.coons.senate.gov,NA,https://www.coons.senate.gov/contact,TRUE,NA,-0.23,NA,13,2026,858,6,0,2022-09-13 06:12:18 -0400,ocd-division/country:us/state:de,218 Russell Senate Office Building,202-224-5042,NA,DE,2,junior,S337,0.7,99.41,0.59,NA,NA,NA,@attributes,"Coons, Chris",2022,DE,D,S,2010,2026,7445828,5937430.36,1885055.21,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00031820&cycle=2022,06/30/2022
C001056,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001056.json,John,NA,Cornyn,NA,1952-02-02,M,R,Senate Majority Whip,JohnCornyn,sen.johncornyn,senjohncornyn,300027,93131,15375,40305,N00024852,/m/01xcqs,S2TX00106,https://www.cornyn.senate.gov,NA,https://www.cornyn.senate.gov/contact,TRUE,NA,0.474,NA,19,2026,858,59,0,2022-09-13 06:12:11 -0400,ocd-division/country:us/state:tx,517 Hart Senate Office Building,202-224-2934,NA,TX,2,senior,S287,6.88,85.55,14.45,NA,NA,NA,@attributes,"Cornyn, John",2022,TX,R,S,2002,2026,34400839.67,36098326.99,1199153.17,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00024852&cycle=2022,06/30/2022
C001113,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C001113.json,Catherine,NA,Cortez Masto,NA,1964-03-29,F,D,NA,sencortezmasto,SenatorCortezMasto,NA,412681,105698,69579,41700,N00037161,/m/02rtp9t,S6NV00200,https://www.cortezmasto.senate.gov,NA,https://www.cortezmasto.senate.gov/contact,TRUE,NA,-0.363,NA,1,2022,858,5,0,2022-09-13 06:12:28 -0400,ocd-division/country:us/state:nv,516 Hart Senate Office Building,202-224-3542,NA,NV,3,senior,S385,0.58,98.24,1.76,NA,NA,NA,@attributes,"Masto, Catherine Cortez",2022,NV,D,S,2016,2022,29145846.16,19516027.9,9850372.09,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00037161&cycle=2022,06/30/2022
C001095,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001095.json,Tom,NA,Cotton,NA,1977-05-13,M,R,NA,SenTomCotton,SenatorTomCotton,RepTomCotton,412508,63928,135651,21301,N00033363,/m/02g3ds,H2AR04083,https://www.cotton.senate.gov,NA,https://www.cotton.senate.gov/contact/contact-tom,TRUE,NA,0.613,NA,7,2026,858,15,0,2022-09-13 06:12:16 -0400,ocd-division/country:us/state:ar,326 Russell Senate Office Building,202-224-2353,NA,AR,2,junior,S374,1.75,91.96,8.04,NA,NA,NA,@attributes,"Cotton, Tom",2022,AR,R,S,2014,2026,15831189.74,8228131.48,7874904.81,73959,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033363&cycle=2022,06/30/2022
C001096,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001096.json,Kevin,NA,Cramer,NA,1961-01-21,M,R,NA,SenKevinCramer,CongressmanKevinCramer,kevincramer,412555,7600,444,21350,N00004614,/m/02rhrnw,H0ND01026,https://www.cramer.senate.gov,NA,https://www.cramer.senate.gov/contact/contact-kevin,TRUE,NA,0.394,NA,3,2024,858,97,0,2022-09-13 06:12:32 -0400,ocd-division/country:us/state:nd,400 Russell Senate Office Building,202-224-2043,NA,ND,1,junior,S398,11.31,91.44,8.56,NA,NA,NA,@attributes,"Cramer, Kevin",2022,ND,R,S,2018,2024,6706254.07,6840886.88,258175.13,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00004614&cycle=2022,06/30/2022
C000880,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000880.json,Michael,D.,Crapo,NA,1951-05-20,M,R,NA,MikeCrapo,mikecrapo,senatorcrapo,300030,26440,26830,29345,N00006267,/m/021pgp,S8ID00027,https://www.crapo.senate.gov,NA,https://www.crapo.senate.gov/contact,TRUE,NA,0.498,NA,23,2022,858,10,0,2022-09-13 06:12:10 -0400,ocd-division/country:us/state:id,239 Dirksen Senate Office Building,202-224-6142,202-228-1375,ID,3,senior,S266,1.17,90.52,9.48,NA,NA,NA,@attributes,"Crapo, Mike",2022,ID,R,S,1998,2022,6220005.57,3455074.49,5630861.85,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00006267&cycle=2022,06/30/2022
C001098,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001098.json,Ted,NA,Cruz,NA,1970-12-22,M,R,NA,SenTedCruz,SenatorTedCruz,sentedcruz,412573,1019953,135705,41304,N00033085,/m/07j6ty,S2TX00312,https://www.cruz.senate.gov,NA,https://www.cruz.senate.gov/?p=form&id=16,TRUE,NA,0.819,NA,9,2024,858,29,0,2022-09-13 06:12:24 -0400,ocd-division/country:us/state:tx,127a Russell Senate Office Building,202-224-5922,NA,TX,1,junior,S355,3.38,90.92,9.08,NA,NA,NA,@attributes,"Cruz, Ted",2022,TX,R,S,2012,2024,64871469.07,65371719.96,3707440.89,10000,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033085&cycle=2022,06/30/2022
D000618,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000618.json,Steve,NA,Daines,NA,1962-08-20,M,R,NA,SteveDaines,SteveDainesMT,SteveDainesMT,412549,1034037,135720,21338,N00033054,/m/03qlc5t,H2MT01060,https://www.daines.senate.gov,NA,https://www.daines.senate.gov/connect/email-steve,TRUE,NA,0.573,NA,7,2026,858,52,0,2022-09-13 06:12:27 -0400,ocd-division/country:us/state:mt,320 Hart Senate Office Building,202-224-2651,NA,MT,2,junior,S375,6.06,94.33,5.67,NA,NA,NA,@attributes,"Daines, Steven",2022,MT,R,S,2014,2026,33384866.17,33511750.52,798561.77,44813.08,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033054&cycle=2022,06/30/2022
D000622,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000622.json,Tammy,NA,Duckworth,NA,1968-03-12,F,D,NA,SenDuckworth,SenDuckworth,repduckworth,412533,94484,57442,21325,N00027860,/m/09vqjr,H6IL06141,https://www.duckworth.senate.gov,NA,https://www.duckworth.senate.gov/content/contact-senator,TRUE,NA,-0.335,NA,5,2022,858,9,0,2022-09-13 06:12:28 -0400,ocd-division/country:us/state:il,524 Hart Senate Office Building,202-224-2854,NA,IL,3,junior,S386,1.05,99.65,0.35,NA,NA,NA,@attributes,"Duckworth, Tammy",2022,IL,D,S,2016,2022,17660648.49,9816398.06,7981653.14,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00027860&cycle=2022,06/30/2022
D000563,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000563.json,Richard,J.,Durbin,NA,1944-11-21,M,D,Senate Minority Whip,SenatorDurbin,SenatorDurbin,SenatorDurbin,300038,6741,26847,15021,N00004981,/m/01xcd1,S6IL00151,https://www.durbin.senate.gov,NA,https://www.durbin.senate.gov/contact/,TRUE,NA,-0.348,NA,25,2026,858,3,0,2022-09-13 06:12:12 -0400,ocd-division/country:us/state:il,711 Hart Senate Office Building,202-224-2152,NA,IL,2,senior,S253,0.35,99.88,0.12,NA,NA,NA,@attributes,"Durbin, Dick",2022,IL,D,S,1996,2026,10150060.19,9511231.81,1458004.99,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00004981&cycle=2022,06/30/2022
E000295,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000295.json,Joni,NA,Ernst,NA,1970-07-01,F,R,Senate Republican Conference Vice Chair,SenJoniErnst,senjoniernst,NA,412667,75342,128583,41502,N00035483,/m/0gg4wkg,S4IA00129,https://www.ernst.senate.gov,https://www.ernst.senate.gov/public/?a=rss.feed,https://www.ernst.senate.gov/public/index.cfm/contact,TRUE,NA,0.552,NA,7,2026,858,30,0,2022-09-13 06:12:27 -0400,ocd-division/country:us/state:ia,730 Hart Senate Office Building,202-224-3254,NA,IA,2,junior,S376,3.5,92.86,7.14,NA,NA,NA,@attributes,"Ernst, Joni",2022,IA,R,S,2014,2026,30725059.06,30221488.36,944457.11,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035483&cycle=2022,06/30/2022
F000062,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000062.json,Dianne,NA,Feinstein,NA,1933-06-22,F,D,NA,SenFeinstein,senatorfeinstein,SenatorFeinstein,300043,13061,53273,49300,N00007364,/m/01gqws,S0CA00199,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/?a=rss.feed,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,TRUE,NA,-0.268,NA,29,2024,858,113,0,2022-09-13 06:12:12 -0400,ocd-division/country:us/state:ca,331 Hart Senate Office Building,202-224-3841,NA,CA,1,senior,S221,13.17,99.6,0.4,NA,NA,NA,@attributes,"Feinstein, Dianne",2022,CA,D,S,1992,2024,11155239.3,13565989.55,13605.9,500000,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00007364&cycle=2022,06/30/2022
F000463,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000463.json,Deb,NA,Fischer,NA,1951-03-01,F,R,NA,SenatorFischer,senatordebfischer,senatordebfischer,412556,1034067,41963,41302,N00033443,/m/0c4cp0,S2NE00094,https://www.fischer.senate.gov,NA,http://www.fischer.senate.gov/public/index.cfm/contact,TRUE,NA,0.455,NA,9,2024,858,31,0,2022-09-13 06:12:24 -0400,ocd-division/country:us/state:ne,454 Russell Senate Office Building,202-224-6551,NA,NE,1,senior,S357,3.61,94.45,5.55,NA,NA,NA,@attributes,"Fischer, Deb",2022,NE,R,S,2012,2024,6204989.2,6074279.34,1159835.23,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033443&cycle=2022,06/30/2022
G000555,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/G000555.json,Kirsten,E.,Gillibrand,NA,1966-12-09,F,D,NA,GillibrandNY,SenKirstenGillibrand,KirstenEGillibrand,412223,1022862,65147,20735,N00027658,/m/0gnfc4,H6NY20167,https://www.gillibrand.senate.gov,NA,https://www.gillibrand.senate.gov/contact/email-me,TRUE,NA,-0.471,NA,13,2024,858,8,0,2022-09-13 06:12:18 -0400,ocd-division/country:us/state:ny,478 Russell Senate Office Building,202-224-4451,NA,NY,1,junior,S331,0.93,99.18,0.82,NA,NA,NA,@attributes,"Gillibrand, Kirsten",2022,NY,D,S,2009,2024,21952925.66,20270093.65,3949496.02,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00027658&cycle=2022,06/30/2022
G000359,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000359.json,Lindsey,NA,Graham,NA,1955-07-09,M,R,NA,GrahamBlog,USSenatorLindseyGraham,USSenLindseyGraham,300047,36782,21992,29566,N00009975,/m/01_pdg,S0SC00149,https://www.lgraham.senate.gov/public,https://www.lgraham.senate.gov/public/?a=rss.feed,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,TRUE,NA,0.378,NA,19,2026,858,78,0,2022-09-13 06:12:12 -0400,ocd-division/country:us/state:sc,290 Russell Senate Office Building,202-224-5972,NA,SC,2,senior,S293,9.09,65.84,34.16,NA,NA,NA,@attributes,"Graham, Lindsey",2022,SC,R,S,2002,2026,114229205.86,101118515.19,13566813.1,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00009975&cycle=2022,06/30/2022
