Year,player_name,last_name,first_name,team,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2015,"Prior, Ryan",Prior, Ryan,KWE,F,4,3,2,5,0,0,0,1,0
2015,"Thomas, Derek",Thomas, Derek,SNA,AP,10,3,2,5,6,0,0,0,0
2015,"Bellamy, Adam",Bellamy, Adam,SCA,,6,2,2,4,12,0,0,0,0
2015,"Boissonneault, Mathieu",Boissonneault, Mathieu,WHI,D,17,1,3,4,16,0,0,0,0
2015,"Bomberry, Jeremy",Bomberry, Jeremy,SNA,AP,2,3,1,4,0,0,0,0,0
2015,"Boudreau, Jake",Boudreau, Jake,BRA,,17,1,3,4,4,0,0,0,0
2015,"Del Zotto, Cooper",Del Zotto, Cooper,BLS,,13,2,2,4,39,0,0,0,0
2015,"Duscio, Mario",Duscio, Mario,KWE,D,20,1,3,4,39,0,0,0,0
2015,"Dybowski, Zack",Dybowski, Zack,KWE,,6,2,2,4,0,0,0,0,0
2015,"Harris, Josh",Harris, Josh,SCA,D,15,2,2,4,23,0,0,0,0
2015,"Horn, Oran",Horn, Oran,SNA,,6,1,3,4,6,0,0,0,0
2015,"Johnston, Alec",Johnston, Alec,TOR,D,11,2,2,4,4,0,0,0,0
2015,"Kitchen, Adam",Kitchen, Adam,PET,D,5,3,1,4,0,0,0,0,0
2015,"McLean, Brodie",McLean, Brodie,TOR,O,7,1,3,4,0,0,0,0,0
2015,"Robertson, Darryl",Robertson, Darryl,WHI,D,19,2,2,4,23,0,0,0,0
2015,"Simpson, Shane",Simpson, Shane,SNA,T,3,1,3,4,14,0,0,0,1
2015,"Wright, Alex",Wright, Alex,BLS,F,6,2,2,4,12,0,0,0,0
2015,"Wright, Joel",Wright, Joel,BLS,D,9,1,3,4,33,0,0,0,0
2015,"Balawejder, Daniel",Balawejder, Daniel,MIM,D,12,2,1,3,8,0,0,0,0
2015,"Burton, Travis",Burton, Travis,BRA,D,19,1,2,3,43,0,0,1,0
2015,"Cam, Horn",Cam, Horn,SNA,,2,0,3,3,0,0,0,0,0
2015,"Coates, Spencer",Coates, Spencer,SCA,,19,0,3,3,31,0,0,0,1
2015,"Currie (AP), Damon",Currie (AP), Damon,KWE,,8,3,0,3,12,0,0,0,0
2015,"Currie, Damon",Currie, Damon,KWE,F,1,2,1,3,0,0,0,0,0
2015,"Erskine, Brett",Erskine, Brett,SCA,,2,1,2,3,0,0,0,0,0
2015,"Finlay, Nick",Finlay, Nick,PET,T,11,2,1,3,4,0,0,1,0
2015,"Gustavsen, Mitch",Gustavsen, Mitch,TOR,D,9,2,1,3,18,0,0,0,0
2015,"Henhawk, Bo",Henhawk, Bo,SNA,AP,3,1,2,3,13,0,0,0,0
2015,"Howell, Sawyer",Howell, Sawyer,MIM,D,17,2,1,3,28,0,0,0,0
2015,"Kealey, Corson",Kealey, Corson,TOR,D,1,2,1,3,0,0,0,0,0
2015,"Lemke, Justin",Lemke, Justin,WHI,D,6,3,0,3,2,0,0,0,0
2015,"Letourneau, Keegan",Letourneau, Keegan,MIM,D,12,1,2,3,59,0,0,0,0
2015,"McCullough, Jordan",McCullough, Jordan,WHI,D,17,1,2,3,2,0,0,0,0
2015,"Menacola, Joe",Menacola, Joe,MIM,,12,0,3,3,6,0,0,0,0
2015,"Riley, Dylan",Riley, Dylan,SNA,UA,2,1,2,3,0,0,0,0,0
2015,"Theede, Tanner",Theede, Tanner,WHI,D,11,0,3,3,67,0,0,0,0
2015,"Zavitz, Carter",Zavitz, Carter,SCA,,2,2,1,3,0,0,0,0,0
2015,"Challice, Dan",Challice, Dan,PET,D,10,1,1,2,15,0,0,0,0
2015,"Cook AP, Tanner",Cook AP, Tanner,WHI,,1,0,2,2,0,0,0,0,0
2015,"Davis, Braiden",Davis, Braiden,ORA,T,11,0,2,2,30,0,0,0,0
2015,"Derwinsky, Wes",Derwinsky, Wes,SCA,D,14,1,1,2,10,0,0,0,0
2015,"Dilks, Jamie",Dilks, Jamie,SNA,AP,16,0,2,2,0,0,0,0,0
2015,"Ellerton, Nick",Ellerton, Nick,TOR,D,6,0,2,2,4,0,0,0,0
2015,"Johnson, Timmy",Johnson, Timmy,SNA,AP,17,0,2,2,14,0,0,0,0
2015,"Jones-Smith, Jordi",Jones-Smith, Jordi,WHI,D,20,1,1,2,6,0,0,1,0
2015,"Kaschalk, Patrick",Kaschalk, Patrick,BUR,DT,7,1,1,2,12,0,0,0,0
2015,"Kryworuchka, Cole",Kryworuchka, Cole,BRA,D,6,1,1,2,16,0,0,0,0
2015,"Letourneau, Keegan",Letourneau, Keegan,SNA,,5,0,2,2,15,0,0,0,0
2015,"Maitz, Connor",Maitz, Connor,BUR,AP,1,1,1,2,0,0,0,0,0
2015,"Marr, Kyle",Marr, Kyle,BUR,AP,1,1,1,2,0,0,0,0,0
2015,"McKinnon, Rylee",McKinnon, Rylee,WHI,D,8,1,1,2,30,0,0,0,0
2015,"McWilliams, Cole",McWilliams, Cole,PET,T,1,1,1,2,0,1,0,0,0
2015,"Mitchell, Mackenzie",Mitchell, Mackenzie,ORA,T,20,0,2,2,32,0,0,0,0
2015,"Morgan, Riley",Morgan, Riley,PET,D,12,0,2,2,16,0,0,0,0
2015,"Prior, Ryan",Prior, Ryan,KWE,,2,0,2,2,0,0,0,0,0
2015,"Suboch, Jackson",Suboch, Jackson,MIM,AP,19,1,1,2,83,1,0,0,0
2015,"Willman, Christopher",Willman, Christopher,ORA,T,15,0,2,2,18,0,0,0,0
2015,"Bamford, Michael",Bamford, Michael,SNA,,4,0,1,1,6,0,0,0,0
2015,"Bell, Tyson",Bell, Tyson,SCA,,5,1,0,1,16,0,0,0,0
2015,"Bomberry, Adam",Bomberry, Adam,SNA,D,1,0,1,1,0,0,1,0,0
2015,"Bullied, Zac",Bullied, Zac,BRA,D,3,0,1,1,0,0,0,0,0
2015,"Clearwater, Matt",Clearwater, Matt,TOR,D,5,1,0,1,2,0,0,0,0
2015,"Dybowski, Zack",Dybowski, Zack,KWE,F,5,1,0,1,2,0,0,0,0
2015,"Elijah-Brown (AP), Ron",Elijah-Brown (AP), Ron,KWE,,1,0,1,1,0,0,0,0,0
2015,"Forde, Malcolm",Forde, Malcolm,BUR,DT,7,0,1,1,6,0,0,0,0
2015,"Gandy, Carson (AP)",Gandy, Carson (AP),BLS,F,1,0,1,1,0,0,0,0,0
2015,"garlin, cam",garlin, cam,WHI,,1,1,0,1,0,0,0,0,0
2015,"Guest, James",Guest, James,MIM,D,11,0,1,1,36,0,0,0,0
2015,"Hillis, Shane",Hillis, Shane,ORA,O,3,0,1,1,0,0,0,0,0
2015,"Kelly, Rowan",Kelly, Rowan,TOR,D,6,0,1,1,4,0,0,0,0
2015,"Kumano, Riley",Kumano, Riley,BUR,T,5,1,0,1,14,0,0,0,0
2015,"LeClair, Kellen",LeClair, Kellen,SNA,T,15,0,1,1,8,0,0,0,0
2015,"Mayea, Bryce AP",Mayea, Bryce AP,BUR,AP,1,0,1,1,2,0,0,0,0
2015,"Miller, Danton",Miller, Danton,SNA,AP,1,0,1,1,0,0,0,0,0
2015,"Milne, Jay",Milne, Jay,KWE,F,1,0,1,1,0,0,0,0,0
2015,"Nolan, Chris",Nolan, Chris,BRA,,2,0,1,1,0,0,0,0,0
2015,"Northey, Adam",Northey, Adam,MIM,,1,1,0,1,0,0,0,0,0
2015,"Peltier, Bo",Peltier, Bo,SNA,UAP,2,0,1,1,2,0,0,0,0
2015,"Porga, Brandon",Porga, Brandon,SCA,,1,1,0,1,0,0,0,0,0
2015,"Robillard, Cole",Robillard, Cole,TOR,,1,0,1,1,2,0,0,0,0
2015,"Ruggeri, Nick",Ruggeri, Nick,BRA,D,12,0,1,1,8,0,0,0,0
2015,"Simmons, Alex",Simmons, Alex,SCA,D,1,0,1,1,0,0,0,0,0
2015,"Stouros, Jordan",Stouros, Jordan,PET,T,5,0,1,1,2,0,0,0,0
2015,"Thomas, Oakley",Thomas, Oakley,SNA,AP,2,0,1,1,0,0,0,0,0
2015,"Thomson AP, Keaton",Thomson AP, Keaton,MIM,,1,0,1,1,0,0,0,0,0
2015,"Tracogna, Stefan",Tracogna, Stefan,WHI,AP,6,0,1,1,2,0,0,0,0
2015,"Trottier, Jordan",Trottier, Jordan,PET,T,2,0,1,1,0,0,0,0,0
2015,"Van Schepen, Luke",Van Schepen, Luke,BRA,D,20,0,1,1,6,0,0,0,0
2015,"Wagner, Ryan",Wagner, Ryan,SCA,,2,1,0,1,0,0,0,0,0
2015,"Walker, Jason",Walker, Jason,BRA,,7,0,1,1,12,0,0,0,0
2015,"Walton AP, Brett",Walton AP, Brett,MIM,D,1,1,0,1,0,0,0,0,0
2015,"Woods, Aaron",Woods, Aaron,WHI,,2,0,1,1,0,0,0,0,0
2015,"Adams, Kyle",Adams, Kyle,SCA,D,3,0,0,0,0,0,0,0,0
2015,"Armstrong, Riley",Armstrong, Riley,ORA,T,2,0,0,0,0,0,0,0,0
2015,"Bamford, Michael",Bamford, Michael,MIM,D,10,0,0,0,72,0,0,0,0
2015,"Bomberry, Tyson",Bomberry, Tyson,SNA,D,11,0,0,0,9,0,0,0,0
2015,"Boyd, Trent",Boyd, Trent,WHI,AP,1,0,0,0,0,0,0,0,0
2015,"Bragg, Justin",Bragg, Justin,PET,T,2,0,0,0,0,0,0,0,0
2015,"Brosek AP, Joe",Brosek AP, Joe,MIM,,1,0,0,0,0,0,0,0,0
2015,"Brown, Dalton",Brown, Dalton,BLS,A,1,0,0,0,0,0,0,0,0
2015,"Burton, Tj",Burton, Tj,BRA,F,1,0,0,0,0,0,0,0,0
2015,"Connolly, Evan",Connolly, Evan,TOR,D,4,0,0,0,7,0,0,0,0
2015,"Coulter, Ryan",Coulter, Ryan,BUR,DT,2,0,0,0,2,0,0,0,0
2015,"Curtis, Riley",Curtis, Riley,BRA,O,1,0,0,0,0,0,0,0,0
2015,"Daniel, Spencer",Daniel, Spencer,BLS,D,4,0,0,0,0,0,0,0,0
2015,"Dayball, Jordan",Dayball, Jordan,KWE,F,1,0,0,0,0,0,0,0,0
2015,"Del Zotto, Cooper",Del Zotto, Cooper,ORA,T,1,0,0,0,6,0,0,0,0
2015,"Doxtator (AP), Kingsley",Doxtator (AP), Kingsley,KWE,,1,0,0,0,0,0,0,0,0
2015,"Dybowski, Zack",Dybowski, Zack,KWE,F,1,0,0,0,2,0,0,0,0
2015,"fernander, jeff",fernander, jeff,WHI,,2,0,0,0,2,0,0,0,0
2015,"Flanagan, Logan (AP)",Flanagan, Logan (AP),BLS,D,1,0,0,0,0,0,0,0,0
2015,"Fournier, Ryan",Fournier, Ryan,SNA,T,1,0,0,0,0,0,0,0,0
2015,"Gagne, Josh",Gagne, Josh,BRA,T,2,0,0,0,2,0,0,0,0
2015,"Garritano, Julian",Garritano, Julian,TOR,D,1,0,0,0,0,0,0,0,0
2015,"Gaulton, Tyler",Gaulton, Tyler,PET,F,13,0,0,0,24,0,0,0,0
2015,"Gibson-McDonald, Blake",Gibson-McDonald, Blake,SNA,T,17,0,0,0,4,0,0,0,0
2015,"Gillis, Jordan AP",Gillis, Jordan AP,BUR,AP,1,0,0,0,0,0,0,0,0
2015,"Goddard, Jordan",Goddard, Jordan,BUR,T,1,0,0,0,2,0,0,0,0
2015,"Grimes AP, Reilly",Grimes AP, Reilly,MIM,,1,0,0,0,0,0,0,0,0
2015,"Grimes, Colin",Grimes, Colin,MIM,,1,0,0,0,0,0,0,0,0
2015,"Harris, Latrell",Harris, Latrell,SCA,,1,0,0,0,0,0,0,0,0
2015,"Heidecker, Ben AP",Heidecker, Ben AP,BUR,AP,1,0,0,0,2,0,0,0,0
2015,"Hill, Brayden",Hill, Brayden,SNA,AP,1,0,0,0,0,0,0,0,0
2015,"Hill, Dalton",Hill, Dalton,PET,D,2,0,0,0,0,0,0,0,0
2015,"Horn, Ky",Horn, Ky,PET,O,1,0,0,0,17,0,0,0,0
2015,"Johnson AP, Andrew",Johnson AP, Andrew,WHI,,1,0,0,0,2,0,0,0,0
2015,"Killingbeck, Jayd",Killingbeck, Jayd,PET,T,15,0,0,0,2,0,0,0,0
2015,"Kluck, AJ",Kluck, AJ,SNA,,3,0,0,0,0,0,0,0,0
2015,"Laloni, Michael",Laloni, Michael,TOR,,1,0,0,0,0,0,0,0,0
2015,"Leclere, Jonny",Leclere, Jonny,WHI,AP,3,0,0,0,2,0,0,0,0
2015,"Lee, Steven",Lee, Steven,BUR,DT,2,0,0,0,4,0,0,0,0
2015,"Lewis, Kyle",Lewis, Kyle,SNA,AP,2,0,0,0,0,0,0,0,0
2015,"Matthews, Riley",Matthews, Riley,MIM,F,1,0,0,0,0,0,0,0,0
2015,"Mayea, Devyn",Mayea, Devyn,BUR,AP,2,0,0,0,0,0,0,0,0
2015,"McCrae, Justin",McCrae, Justin,BUR,AP,1,0,0,0,0,0,0,0,0
2015,"McDonell, Mitch",McDonell, Mitch,TOR,D,4,0,0,0,2,0,0,0,0
2015,"McKenzie, Nate",McKenzie, Nate,KWE,,2,0,0,0,0,0,0,0,0
2015,"Minor, Bench",Minor, Bench,BRA,,3,0,0,0,0,0,0,0,0
2015,"Montag, Mike",Montag, Mike,KWE,D,4,0,0,0,19,0,0,0,0
2015,"Nay, John",Nay, John,KWE,,19,0,0,0,8,0,0,0,0
2015,"Nishimura, Jackson",Nishimura, Jackson,TOR,T,5,0,0,0,0,0,0,0,0
2015,"Nyhuus, Jake",Nyhuus, Jake,BUR,AP,1,0,0,0,2,0,0,0,0
2015,"Patey, Draydon",Patey, Draydon,ORA,,1,0,0,0,0,0,0,0,0
2015,"Perroni, Adam",Perroni, Adam,WHI,AP,1,0,0,0,4,0,0,0,0
2015,"Petter, Brandon",Petter, Brandon,BUR,AP,1,0,0,0,0,0,0,0,0
2015,"Robertson, Andrew",Robertson, Andrew,TOR,,1,0,0,0,0,0,0,0,0
2015,"Roe, Jeremy",Roe, Jeremy,BRA,D,4,0,0,0,5,0,0,0,0
2015,"Roundpoint, Dalton",Roundpoint, Dalton,SNA,D,2,0,0,0,0,0,0,0,0
2015,"Rowe, Sam",Rowe, Sam,MIM,D,17,0,0,0,12,0,0,0,0
2015,"Shanahan, Seamus",Shanahan, Seamus,MIM,AP,10,0,0,0,10,0,0,0,0
2015,"Smitheram, Anthony",Smitheram, Anthony,MIM,,1,0,0,0,0,0,0,0,0
2015,"Smyth, Trevor",Smyth, Trevor,ORA,,5,0,0,0,0,0,0,0,0
2015,"Stanley, Robert",Stanley, Robert,SCA,D,2,0,0,0,0,0,0,0,0
2015,"Sutton, Steve",Sutton, Steve,ORA,T,3,0,0,0,2,0,0,0,0
2015,"Tarbell, Kason",Tarbell, Kason,SNA,D,6,0,0,0,11,0,0,0,0
2015,"Tolmie AP, Bryce",Tolmie AP, Bryce,WHI,,1,0,0,0,0,0,0,0,0
2015,"Weichers (AP), Matt",Weichers (AP), Matt,KWE,,2,0,0,0,2,0,0,0,0
2015,"Wiechers, Matt",Wiechers, Matt,KWE,D,1,0,0,0,0,0,0,0,0
2015,"Wright, Liam",Wright, Liam,SNA,UA,1,0,0,0,0,0,0,0,0
2014,"O`Connor, Reilly",O`Connor, Reilly,WHI,F,20,26,91,117,24,3,28,0,2
2014,"Shanks, Austin",Shanks, Austin,WHI,F,20,57,47,104,17,14,16,2,0
2014,"Herreweyers, Zach",Herreweyers, Zach,BRA,O,20,51,47,98,42,6,10,5,1
2014,"Keenan, Ryan",Keenan, Ryan,WHI,F,19,47,51,98,9,13,10,1,1
2014,"Evans, Turner",Evans, Turner,PET,O,20,28,66,94,17,2,14,2,3
2014,"Cloutier, Chris",Cloutier, Chris,KWE,F,18,48,41,89,21,4,5,5,3
2014,"Teat, Jeff",Teat, Jeff,BRA,O,19,35,54,89,0,5,10,1,1
2014,"Craig, Daniel",Craig, Daniel,BLS,F,17,28,58,86,12,5,13,2,3
2014,"Brown, Connor",Brown, Connor,ORA,F,20,34,49,83,105,7,6,1,1
2014,"Lomas, Danny",Lomas, Danny,BUR,O,20,46,37,83,12,12,8,0,0
2014,"Murphy, Austin",Murphy, Austin,BLS,F,20,30,53,83,34,2,14,2,2
2014,"Staats, Austin",Staats, Austin,SNA,O,19,41,37,78,39,1,10,2,0
2014,"Jackson, Kyle",Jackson, Kyle,KWE,F,20,28,49,77,18,8,10,0,5
2014,"Johnson, Josh",Johnson, Josh,SNA,F,20,32,44,76,29,7,3,0,1
2014,"Gibson, Tyson",Gibson, Tyson,BRA,0,18,27,48,75,2,3,8,2,1
2014,"Sanders, TJ",Sanders, TJ,BLS,F,20,41,32,73,0,7,6,1,2
2014,"Powless, Quinn",Powless, Quinn,SNA,F,20,26,46,72,4,2,7,0,1
2014,"Currier, Josh",Currier, Josh,PET,O,19,36,33,69,9,8,7,1,1
2014,"Drake, Bennett",Drake, Bennett,WHI,T,19,31,36,67,8,7,7,0,1
2014,"Fannell, Eric",Fannell, Eric,SCA,F,16,37,28,65,18,4,2,1,0
2014,"Caputo, Philip",Caputo, Philip,BRA,O,18,24,40,64,2,4,8,1,1
2014,"Cattoni, Holden",Cattoni, Holden,PET,O,14,37,27,64,10,5,5,2,2
2014,"Durston, Jordan",Durston, Jordan,SNA,F,19,26,38,64,14,3,6,0,0
2014,"Potter, Kyle",Potter, Kyle,SCA,A,19,20,44,64,12,4,5,0,0
2014,"Ducharme, Lucas",Ducharme, Lucas,ORA,O,19,27,33,60,8,1,7,3,2
2014,"Petterson, Clarke",Petterson, Clarke,BRA,O,18,9,50,59,0,0,0,0,1
2014,"Albrecht, Tyler",Albrecht, Tyler,BUR,T,18,25,33,58,2,3,10,3,4
2014,"Callaghan, Ryan",Callaghan, Ryan,MIS,F,19,34,24,58,21,11,4,1,0
2014,"MacDonald, Shane",MacDonald, Shane,BRA,T,17,27,28,55,33,8,7,0,1
2014,"Cole, Bryan",Cole, Bryan,BUR,T,17,22,31,53,20,1,6,5,1
2014,"Lee, Ryan",Lee, Ryan,TOR,O,16,20,33,53,31,4,2,0,2
2014,"Prince, Davis",Prince, Davis,KWE,F,20,24,29,53,17,2,6,0,0
2014,"Whitlow, Kyle",Whitlow, Kyle,BLS,F,13,22,28,50,30,5,2,0,1
2014,"Maracle, Haodais (Joseph)",Maracle, Haodais (Joseph),SNA,O,18,14,35,49,12,2,2,0,0
2014,"Milligan, Cam",Milligan, Cam,PET,O,19,15,33,48,17,4,6,0,1
2014,"Bomberry, Brendan",Bomberry, Brendan,SNA,F,14,15,32,47,22,2,6,0,0
2014,"Levick, Chad",Levick, Chad,TOR,O,19,23,24,47,41,2,7,0,0
2014,"Mackay, Ian",Mackay, Ian,ORA,T,20,23,23,46,22,4,6,2,0
2014,"Pyke, Spencer",Pyke, Spencer,BLS,F,20,16,29,45,12,3,3,1,1
2014,"Apers, Nolan",Apers, Nolan,BUR,O,19,13,31,44,14,3,9,0,1
2014,"Keenan, Luke",Keenan, Luke,WHI,O,18,9,35,44,11,3,13,0,0
2014,"Dance, Jordan",Dance, Jordan,ORA,T,17,18,25,43,37,3,5,1,0
2014,"Michel, Dan",Michel, Dan,PET,O,20,18,25,43,8,6,5,1,0
2014,"Gatt, Dylan",Gatt, Dylan,SCA,,19,21,21,42,4,1,2,0,1
2014,"Fox, Jake",Fox, Jake,PET,F,18,17,23,40,13,0,2,2,4
2014,"Ward, Cody",Ward, Cody,SCA,,20,12,28,40,0,0,2,0,0
2014,"Kearnan, Connor",Kearnan, Connor,WHI,O,17,12,27,39,37,0,1,0,1
2014,"Smith, Drake",Smith, Drake,KWE,F,20,21,18,39,16,4,4,2,0
2014,"St. John, John",St. John, John,TOR,O,14,21,18,39,21,1,4,3,0
2014,"Wales, Eric",Wales, Eric,BUR,T,20,13,25,38,6,2,6,0,2
2014,"Wilkinson, Jake",Wilkinson, Jake,TOR,T,19,6,32,38,8,1,1,1,2
2014,"Bridle, Dallas",Bridle, Dallas,ORA,T,13,15,22,37,45,2,4,0,1
2014,"Clelland, Brandon",Clelland, Brandon,ORA,T,20,17,18,35,12,0,1,0,1
2014,"Bianchin, Gianni",Bianchin, Gianni,BUR,T,17,18,16,34,4,5,4,1,0
2014,"Ferreira, Tyler",Ferreira, Tyler,BRA,F,19,14,19,33,23,1,1,1,1
2014,"Carvalho, Ty",Carvalho, Ty,SCA,A,18,13,19,32,2,2,2,0,0
2014,"Huggins, Justin",Huggins, Justin,TOR,O,18,18,13,31,6,1,1,0,0
2014,"Wittig, Jeff",Wittig, Jeff,SCA,F,19,8,22,30,5,2,5,0,0
2014,"Martin, Ian",Martin, Ian,SNA,O,11,8,21,29,0,2,4,0,0
2014,"Neal, Davis",Neal, Davis,ORA,O,11,10,19,29,2,5,4,0,0
2014,"Lane, Austin",Lane, Austin,BLS,F,12,9,19,28,21,0,1,0,0
2014,"Sheehan, Charlie",Sheehan, Charlie,SCA,,17,15,13,28,14,1,0,0,0
2014,"Currier, Zac",Currier, Zac,PET,T,13,14,12,26,47,1,0,1,1
2014,"Killen, Kyle",Killen, Kyle,PET,O,19,13,13,26,38,0,1,1,0
2014,"McClure, Zack",McClure, Zack,KWE,O,12,11,15,26,2,4,5,0,0
2014,"McMahon, Jamie",McMahon, Jamie,ORA,T,16,7,19,26,4,0,5,0,0
2014,"Tinney, Joel",Tinney, Joel,KWE,F,10,11,15,26,12,1,4,1,1
2014,"Cole, Connor",Cole, Connor,KWE,T,20,15,10,25,10,0,1,2,2
2014,"Karam, Nick",Karam, Nick,WHI,O,14,9,16,25,9,0,0,0,0
2014,"Robertson, Jordan",Robertson, Jordan,TOR,O,11,10,14,24,25,1,2,0,0
2014,"Sellars, Connor",Sellars, Connor,BRA,F,20,10,14,24,10,0,1,2,1
2014,"Young, Chris",Young, Chris,BUR,T,19,5,19,24,15,0,3,0,0
2014,"Joaquim, Anthony",Joaquim, Anthony,TOR,T,19,9,14,23,36,2,0,0,1
2014,"Simpson, Shane",Simpson, Shane,SNA,,15,11,12,23,29,0,0,2,0
2014,"Bell, Tyson",Bell, Tyson,SCA,,17,9,13,22,85,0,3,0,0
2014,"Pavic, Ryan",Pavic, Ryan,MIS,,20,7,15,22,45,2,6,0,0
2014,"Arch, Travis",Arch, Travis,MIS,,13,6,15,21,0,3,5,0,1
2014,"Cook, Jake",Cook, Jake,TOR,T,12,9,12,21,14,0,0,0,1
2014,"Martin, Ian",Martin, Ian,SNA,O,9,11,10,21,0,3,1,0,0
2014,"Withers, Jake",Withers, Jake,PET,T,20,5,16,21,27,1,0,0,0
2014,"Bennett, Matthew",Bennett, Matthew,BRA,T,20,7,13,20,45,0,0,0,2
2014,"Kelusky, Adam",Kelusky, Adam,PET,O,16,7,13,20,10,0,0,0,1
2014,"Mackay, Tyler",Mackay, Tyler,BRA,O,9,7,13,20,0,0,0,1,0
2014,"Rice, Brine",Rice, Brine,PET,O,10,9,11,20,4,1,0,0,1
2014,"Layton, Brent",Layton, Brent,BLS,T,20,2,17,19,16,1,2,0,0
2014,"Thomson, Tanner",Thomson, Tanner,TOR,O,11,10,9,19,25,3,3,0,0
2014,"Buswell, Chris",Buswell, Chris,BUR,T,20,9,9,18,49,0,0,1,0
2014,"Chaykowsky, Nick",Chaykowsky, Nick,BLS,T,12,8,10,18,38,1,1,2,0
2014,"Elder, Lauchlin",Elder, Lauchlin,BUR,F,19,11,7,18,4,0,0,1,1
2014,"Wiedemann, Adam",Wiedemann, Adam,BRA,D,19,5,13,18,10,1,0,1,4
2014,"Armstrong, Brandon",Armstrong, Brandon,ORA,O,16,9,8,17,16,0,0,0,0
2014,"Coyle, Joel",Coyle, Joel,ORA,T,20,7,10,17,15,0,1,0,1
2014,"Argall, Matthew",Argall, Matthew,MIS,,13,0,16,16,4,0,5,0,0
2014,"Gilray, Matt",Gilray, Matt,PET,F,15,10,6,16,19,1,0,3,1
2014,"Wales, Mitch",Wales, Mitch,BUR,T,17,6,10,16,4,0,0,0,0
2014,"Wallace, Braden",Wallace, Braden,BUR,T,17,8,8,16,28,1,0,0,0
2014,"Bellamy, Adam",Bellamy, Adam,SCA,,20,4,11,15,27,1,1,0,0
2014,"Hutchison, Dylan",Hutchison, Dylan,PET,T,20,4,11,15,12,1,0,1,1
2014,"OBrien, Joey",OBrien, Joey,MIS,F,19,4,11,15,12,0,1,0,0
2014,"Vangalen, Matt",Vangalen, Matt,ORA,T,10,6,9,15,4,0,0,0,0
2014,"Barclay, James",Barclay, James,TOR,,11,1,13,14,10,0,0,0,0
2014,"Burr, Cory",Burr, Cory,TOR,O,9,4,10,14,16,0,2,0,0
2014,"Dakin, Ryan",Dakin, Ryan,SCA,O,10,9,5,14,45,0,0,0,0
2014,"Elder, Spencer",Elder, Spencer,BUR,T,12,7,7,14,2,0,0,0,0
2014,"Slade, Brandon",Slade, Brandon,ORA,T,17,4,10,14,21,0,1,0,0
2014,"Garlent, Holden",Garlent, Holden,SCA,,19,2,11,13,7,0,1,1,0
2014,"Hill, Brogen",Hill, Brogen,SCA,,19,4,9,13,2,0,0,0,0
2014,"Hoggarth, Thomas",Hoggarth, Thomas,PET,T,20,4,9,13,37,0,0,0,0
2014,"Jones, Randy",Jones, Randy,BRA,O,5,8,5,13,4,0,2,0,1
2014,"Patterson, Anthony",Patterson, Anthony,SNA,,16,7,6,13,67,0,1,0,0
2014,"Adams, Ryan",Adams, Ryan,BRA,T,20,7,5,12,24,0,0,0,0
2014,"Brown, Frank",Brown, Frank,SNA,,7,4,8,12,2,0,0,0,0
2014,"Guiltinan, Eric",Guiltinan, Eric,KWE,T,20,5,7,12,56,0,1,0,2
2014,"MacSpadyen, Ryan",MacSpadyen, Ryan,TOR,O,11,11,1,12,16,0,0,1,0
2014,"McKee, Brendan",McKee, Brendan,MIS,,14,4,7,11,4,0,0,0,0
2014,"McLay, Jake",McLay, Jake,KWE,F,18,2,9,11,42,0,0,0,1
2014,"McWilliams, Mike",McWilliams, Mike,BLS,F,12,6,5,11,14,0,1,0,0
2014,"Robertson, Darryl",Robertson, Darryl,WHI,D,18,3,8,11,18,0,1,1,0
2014,"Searle, Derek",Searle, Derek,BUR,T,17,1,10,11,22,0,1,0,2
2014,"Cook, Keenan",Cook, Keenan,WHI,D,17,2,8,10,19,0,0,0,0
2014,"Davidson, Greg",Davidson, Greg,BLS,D,8,4,6,10,0,1,1,0,0
2014,"deHueck, Patrick AP",deHueck, Patrick AP,BUR,T,13,2,8,10,2,0,0,0,0
2014,"Hossack, Matt",Hossack, Matt,WHI,D,17,6,4,10,9,0,1,0,0
2014,"Kelly, Andrew",Kelly, Andrew,BLS,T,19,6,4,10,43,0,0,0,0
2014,"Lewis, Garrett",Lewis, Garrett,TOR,T,9,2,8,10,4,0,1,0,0
2014,"Myles, Ryan",Myles, Ryan,ORA,T,19,5,5,10,6,0,0,1,0
2014,"Walsh, Patrick",Walsh, Patrick,BUR,T,10,1,9,10,2,0,0,0,1
2014,"Wilman, Chris",Wilman, Chris,TOR,T,20,1,9,10,13,0,0,1,0
2014,"Cummings, Carter",Cummings, Carter,MIS,,12,5,4,9,4,2,1,0,0
2014,"Divitcos, Austin",Divitcos, Austin,ORA,D,19,3,6,9,18,0,0,0,0
2014,"Dybowski, Zack",Dybowski, Zack,KWE,,20,3,6,9,13,0,0,0,0
2014,"Filson, Cody",Filson, Cody,KWE,T,20,2,7,9,25,0,0,0,2
2014,"Grisold, Spencer",Grisold, Spencer,KWE,T,15,2,7,9,6,0,0,0,0
2014,"Harris, Latrell",Harris, Latrell,SCA,,10,2,7,9,0,0,0,0,0
2014,"MacDonald, Jesse",MacDonald, Jesse,MIS,,9,2,7,9,24,0,2,0,0
2014,"Stourus, Leo",Stourus, Leo,SNA,D,19,3,6,9,8,0,0,1,2
2014,"Tarbell, Kason",Tarbell, Kason,SNA,D,2,3,6,9,0,0,0,0,0
